16.1,1
15.98,1
16.1,1
16.31,1
16.29,1
16.32,1
16.27,1
16.56,1
16.63,1
16.96,1
16.87,1
16.86,1
16.3,1
15.79,1
16.08,1
15.39,1
15.44,1
15.31,1
14.81,1
15.09,1
14.84,1
15.11,1
15.25,1
15.15,1
14.96,1
14.87,1
15.11,1
14.88,1
14.52,1
14.36,1
14.08,1
14.33,1
14.19,1
13.34,1
13.75,1
14.29,1
14.11,1
13.86,1
13.85,1
14.23,1
14.19,1
14.18,1
14.22,1
14.11,1
14.05,1
14.86,1
14.91,1
15.05,1
14.79,1
15.03,1
15.34,1
15.32,1
15.34,1
15.05,1
14.87,1
14.45,1
14.41,1
14.32,1
14.66,1
14.59,1
14.48,1
14.91,1
14.88,1
14.78,1
15.06,1
15.29,1
15.12,1
15.04,1
14.99,1
14.95,1
14.97,1
14.88,1
15.05,1
14.94,1
15.01,1
14.86,1
14.91,1
15.21,1
15.27,1
15.33,1
15.32,1
15.55,1
15.42,1
15.33,1
15.03,1
15.11,1
15.25,1
15.56,1
15.56,1
15.7,1
15.81,1
16.17,1
15.72,1
15.5,1
15.47,1
14.94,1
15,1
15.17,1
15.21,1
15.18,1
15.44,1
15.09,1
15.07,1
14.99,1
14.74,1
15,1
15.02,1
15.31,1
15.33,1
15.36,1
15.54,1
15.3,1
15.54,1
15.8,1
15.6,1
15.65,1
15.73,1
15.78,1
16.15,1
16.16,1
16.4,1
16.05,1
16.26,1
16.37,1
16.66,1
16.58,1
16.61,1
16.69,1
17.16,1
16.86,1
17.41,1
17.18,1
17.56,1
17.29,1
17.41,1
17.66,1
17.86,1
17.47,1
17.43,1
17.34,1
17.12,1
17.38,1
17.22,1
17.06,1
17.24,1
16.86,1
17.2,1
17.57,1
17.7,1
17.42,1
17.86,1
17.98,1
18.18,1
17.81,1
18.15,1
18.03,1
18.16,1
18,1
17.7,1
17.98,1
18.01,1
18.19,1
18.56,1
18.38,1
18.31,1
18.32,1
18.52,1
18.39,1
18.47,1
18.53,1
18.91,1
18.99,1
18.75,1
18.79,1
18.35,1
17.97,1
18.1,1
18.23,1
18.07,1
18.28,1
18.67,1
18.63,1
18.61,1
18.75,1
19.06,1
19.01,1
19.51,1
19.31,1
18.77,1
18.78,1
18.79,1
19.2,1
19.17,1
19.11,1
19.11,1
19.22,1
19.48,1
19.64,1
19.78,1
19.63,1
19.48,1
19.94,1
20.2,1
20.18,1
20.24,1
20.38,1
20.37,1
20.54,1
20.96,1
21,1
19.71,1
19.85,1
19.75,1
19.67,1
18.25,1
19.68,1
19.42,1
19.52,1
19.5,1
20.09,1
19.41,1
19.82,1
20.25,1
20.09,1
20.46,1
20.79,1
21.02,1
21.12,1
21,1
21.62,1
21.06,1
20.73,1
20.97,1
21.2,1
21.26,1
21.73,1
21.95,1
22.08,1
22.07,1
22.6,1
22.36,1
22.78,1
22.81,1
23.02,1
23.1,1
23.11,1
22.83,1
22.96,1
22.87,1
22.45,1
22.96,1
22.7,1
22.62,1
22.34,1
22.38,1
22.91,1
22.83,1
23.11,1
23.1,1
23.03,1
23.5,1
23.05,1
23.47,1
23.35,1
23.31,1
23.05,1
23.24,1
23.34,1
23.25,1
23.04,1
23.2,1
22.35,1
22.9,1
22.84,1
22.83,1
23.15,1
23.44,1
23.71,1
23.75,1
23.35,1
23.16,1
23.43,1
23.6,1
22.92,1
23.27,1
23.35,1
23.75,1
23.88,1
24.24,1
24.2,1
24.27,1
24.1,1
24.3,1
23.8,1
23.25,1
23.74,1
23.72,1
24.37,1
24.27,1
24.6,1
24.7,1
24.94,1
24.57,1
24.6,1
25.1,1
25.18,1
25.22,1
25.12,1
25.09,1
25.45,1
25.38,1
25.6,1
25.24,1
25.35,1
23.73,1
22.75,1
23.38,1
23.29,1
22.79,1
23.05,1
22.05,1
22.73,1
22.97,1
23.74,1
22.54,1
22.6,1
22.66,1
21.62,1
20.46,1
19.39,1
20.18,1
21.1,1
21,1
21.85,1
22.67,1
23.1,1
22.9,1
22.08,1
23.03,1
22.37,1
23.19,1
23.72,1
22.85,1
23.59,1
23.06,1
23.09,1
24.12,1
23.8,1
24.14,1
24.19,1
23.66,1
24.59,1
25.24,1
25.27,1
25.45,1
25.78,1
26.21,1
26.55,1
26.8,1
27.04,1
27.84,1
27.51,1
27.38,1
27.34,1
27.89,1
27.45,1
28.31,1
28.27,1
28.5,1
28.73,1
28.25,1
27.58,1
27.67,1
28.35,1
27.08,1
27.17,1
28.02,1
28.11,1
28.2,1
29.17,1
29.57,1
29.09,1
29.96,1
28.63,1
28.99,1
28.25,1
28.92,1
28.36,1
28.65,1
27.46,1
26.01,1
27.49,1
27.5,1
26.51,1
26.89,1
26.09,1
26.65,1
25.44,1
25.81,1
25.35,1
25.9,1
26.9,1
26.61,1
26.89,1
26.76,1
26.34,1
26.73,1
27.33,1
27.01,1
27.62,1
26.77,1
27.15,1
26.92,1
25.57,1
24.45,1
24.59,1
24.45,1
24.48,1
25.25,1
25.53,1
25.56,1
25.37,1
25.65,1
25.35,1
25.31,1
25.45,1
24.62,1
24.55,1
24.3,1
24.65,1
25.07,1
24.2,1
24.67,1
23.53,1
23.17,1
22.24,1
22.62,1
21.39,1
21.43,1
22.48,1
23.32,1
23.78,1
23.39,1
22.73,1
23.41,1
24.96,1
24.3,1
22.99,1
22.8,1
22.78,1
22.76,1
22.91,1
23.27,1
22.79,1
22.86,1
23.26,1
23.37,1
23.05,1
22.98,1
23.36,1
24.21,1
24.48,1
24.75,1
24.34,1
23.07,1
23.35,1
22.61,1
23.13,1
22.34,1
21.75,1
21.26,1
22.29,1
22.17,1
22.4,1
21.81,1
21.24,1
21.89,1
21.44,1
21.37,1
22.05,1
22.05,1
22.56,1
22.38,1
22.31,1
22.29,1
22.92,1
23.23,1
23.79,1
24.12,1
24.2,1
24.21,1
23.54,1
23.47,1
23.03,1
22.8,1
23.33,1
24.42,1
23.91,1
23.9,1
24.71,1
24.39,1
24.92,1
24.46,1
24.46,1
24.3,1
23.99,1
24.31,1
24.49,1
24.96,1
25.14,1
25.37,1
24.39,1
25.15,1
25.32,1
26.05,1
25.79,1
25.96,1
26.41,1
26.85,1
26.72,1
26.28,1
26,1
26.17,1
25.66,1
25.8,1
25.66,1
25.54,1
25.8,1
25.37,1
24.71,1
24.6,1
25.13,1
24.55,1
24.23,1
23.85,1
23.61,1
23.18,1
23.62,1
23.39,1
23.86,1
23.78,1
23.92,1
23.16,1
23.26,1
23.28,1
23.48,1
23.07,1
23.43,1
23,1
22.51,1
22.1,1
22.08,1
21.85,1
22,1
21.65,1
22.1,1
21.79,1
21.98,1
21.5,1
22.15,1
22.2,1
22.02,1
22.75,1
22.75,1
22.99,1
22.41,1
22.23,1
21.29,1
21.51,1
21.7,1
21.41,1
20.72,1
20.49,1
20.7,1
20.9,1
20.48,1
20.51,1
20.42,1
20.14,1
19.87,1
19.72,1
19.59,1
19.56,1
19.28,1
19.8,1
19.81,1
19.84,1
19.51,1
19.57,1
19.87,1
20.49,1
20.35,1
19.77,1
19.52,1
18.2,1
18.12,1
18.92,1
17.6,1
17.98,1
17.77,1
18.79,1
17.19,1
17.47,1
16.27,1
17.27,1
18.82,1
19.21,1
18.96,1
19.23,1
19.56,1
19.13,1
16.33,1
17.07,1
17.28,1
16.13,1
16.01,1
13.64,1
13.55,1
12.49,1
12.07,1
10.94,1
13.93,1
13.11,1
11.46,1
12.49,1
11.63,1
13.24,1
12.21,1
11.09,1
11.14,1
9.77,1
9.23,1
10.93,1
10.88,1
11.77,1
11.52,1
12.33,1
13.63,1
12.76,1
11.42,1
12.08,1
11.36,1
10.81,1
9.88,1
11.05,1
9.89,1
9.42,1
9.41,1
8.45,1
7.49,1
